Job Title,Job Description,Job Location,Employer Brand Name,Salary Lower Range,Salary Upper Range,Shift Timings,Calling Hours,Accommodation Provided,English Proficiency,Additional Perks,Active,Create Date,Job Post Id,Employer Id
Garde Manger / Pantry / Cold Kitchen Chef,"- Prepare cold dishes, salads, appetizers, and garnishes. 
- Create and assemble charcuterie and cheese boards. 
- Ensure the freshness and presentation of pantry items. 
- Collaborate with the kitchen team for timely service. 
- Monitor inventory and order pantry ingredients.",Ahmedabad Gandhinagar,HOCCO KITCHEN,14000.00,16000.00,11:00 AM - 11:00 PM,10:00 AM - 08:00 PM,true,BEGINNER,,false,2025-01-20 13:26:25.876,edcc1831-5683-42a0-b157-55dc1a46c999,3b374c9e-37b3-4ae1-bc8e-8b2aac4216e2
"Tawa Roti, Puran Polli, Parath. Maker","- Prepare and cook tandoori dishes, including naan, kebabs, and grilled meats.
- Operate and maintain tandoor oven for optimal cooking.
- Maintain cleanliness and organization in the tandoor section.
- Collaborate with the kitchen team for efficient service.","Wakad, Pune",Simply Maratha,12000.00,15000.00,11:00 AM - 11:00 PM, - ,true,BEGINNER,,true,2025-05-10 07:34:00.321,ee031edd-15bf-45c6-9b8a-034787eeeeef,fe441a5e-a406-4c67-8307-8f75eb900884
Operations Manager,"Job Description

 

§  Responsible for overseeing the day-to-day operations of an airport outlets

§  Responsible for Airport Passes, AVSEC training & Biometric Passes documentation.

§  Monitor staffing levels and ensure adequate coverage for all areas of the airport

§  Develop and implement policies and procedures to ensure smooth and efficient airport operations

§  Ensure compliance with all federal, state, and local regulations

§  Coordinate with airport authority and airport vendors to ensure successful operations executions timely

§  Ability to communicate effectively. An airport manager must be able to convey ideas clearly and concisely to individuals at all levels, from airport staff to airline executives.

§  Being available 24/7 to respond to emergency visits & executions of process

§  Oversee the maintenance and repair of airport equipment.

§  Daily Inventory & Stock Requirement for Outlets to be shared with Reconciliation & variance Explanation

§  Coordinate with Warehouse for Packaging stocks & ensure documented & Delivered to the Outlets.

§  Being Multitasking: From scheduling staff viability and staying on top of issues within multiple departments.

§  Cash banking to be done timely as per Company SOP.

§  Reporting to GM Operations weekly, monthly & timely as per his requirement.

","Ahmedabad, Airport",Roastea,35000.00,45000.00, - , - ,false,EXPERT,,false,2024-04-30 13:25:57.417,ee44395c-ad5b-4752-b3c8-c9c2a2e1dbe9,97cf8b75-3748-4eec-bc02-6cff1b12d01a
Continental Chef (Sous Chef),"- Prepare and cook a variety of continental cuisine dishes, including pasta, steaks, and seafood.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the continental kitchen section.
- Collaborate with the kitchen team for efficient service.","Jamnagar, Gujarat",Sodexo,60000.00,75000.00, - , - ,true,GOOD,Food & Accommodation provided,false,2025-03-04 12:07:59.09,ee8abc76-8a51-463a-8fef-a774472f0f94,c84186b0-55c6-4a2c-8f06-cb0afc3e518f
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.",Bodakdev Ahmedbabad,Soulsquare,10000.00,15000.00,03:00 PM - 11:00 PM, - ,true,BEGINNER,"Accommodation 
Meals included 


",false,2023-12-15 00:00:00.0,eecde8f7-ed1f-4be5-8854-85ae885b8c5b,302aff31-02ff-49fe-a4f1-45e9fb891f7e
Store Executive,"- Assist in inventory management and stock control.
- Receive and verify deliveries.
- Maintain proper storage and documentation.
- Assist in stock replenishment and coordination with suppliers.","Ajwa  Road, Vadodara",Oven Magick,16000.00,18000.00,10:00 PM - 07:00 AM, - ,false,BEGINNER,,false,2024-06-06 11:05:31.868,ef1e889f-4ea0-4ed4-b6c7-68f93db70542,36e520b7-8f9d-4d46-8c8e-bfbce2958452
South Indian Chef (DCDP / CDP),"- Prepare and cook South Indian cuisine dishes, including dosas, idlis, and curries.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the South Indian kitchen section.
- Collaborate with other chefs for coordinated service.",Ahmedabad,Pitchza,15000.00,25000.00,11:00 AM - 11:00 PM, - ,true,BEGINNER,,false,2024-01-08 00:00:00.0,ef22e25d-c9d0-4eab-82f8-c05955d83bf8,174767e4-32c1-40df-b17b-808435066a1c
Indian (Curry) Chef (Commi),"- Prepare and cook a variety of Indian curry dishes, including biryanis, curries, and kebabs.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the Indian curry kitchen section.
- Collaborate with other chefs for coordinated service.","Law Garden, Ahmedabad",Tomato's,18000.00,20000.00, - , - ,true,BEGINNER,,true,2025-03-26 10:15:08.93,ef38a4f1-1d41-4175-8940-38345d9c1a50,b5712534-c78c-42a9-9f7e-ed4636ca0423
Kitchen Helper,"- Assist in food preparation, such as chopping vegetables and preparing ingredients. 
- Assist in cooking and assembling dishes. 
- Clean and sanitize kitchen utensils, equipment, and work areas. 
- Follow food safety and hygiene standards. 
- Receive and store incoming supplies and ingredients.",Bangalore,BroastKhan,12000.00,15000.00,12:00 AM - 12:00 PM, - ,true,BEGINNER,,true,2025-01-19 16:35:46.231,ef8c9891-3e5e-4955-85ec-3fd07c3d6500,017f6e95-dd17-4382-b43b-674d2e0b1c54
Captain,"- Oversee the dining area and ensure smooth service flow. 
- Supervise waitstaff, assign sections, and provide guidance. 
- Handle customer inquiries, complaints, and special requests. 
- Collaborate with kitchen staff for timely food delivery.","Ambli, Ahmedabad",Blockheads,20000.00,25000.00, - , - ,true,GOOD,,false,2024-04-30 06:19:10.493,efcc761e-9812-49fe-b34e-f56a0c2e9cff,927ca504-7d19-48d1-b2b6-54acb6cf2d0c
Crew Member,"- Assist in food preparation, cooking, and assembly. 
- Serve customers with a friendly and efficient attitude. 
- Clean and maintain the dining area and equipment. 
- Follow food safety and hygiene standards.",Ahmedabad gujrat,Only Burgers,12000.00,18000.00,02:00 PM - 12:00 AM, - ,true,BEGINNER,,false,2023-09-27 00:00:00.0,f0037225-494f-4074-bb70-6b3820c9b374,c0791635-dee1-4949-bdfc-34e51ed4c5ab
Pizza Chef (Commi),"- Prepare and cook pizzas, ensuring the right dough consistency and toppings.
- Operate pizza ovens and monitor cooking times for optimal results.
- Maintain cleanliness and organization in the pizza section.
- Collaborate with the kitchen team for efficient service.","Changodar, Ahmedabad",Roastea,20000.00,22000.00,11:00 AM - 11:00 PM,09:00 AM - 07:00 PM,true,GOOD,,false,2024-09-23 13:36:04.767,f059dff6-c027-437e-8e8b-c4bc68d4255b,97cf8b75-3748-4eec-bc02-6cff1b12d01a
Crew Member,"Role:

1. Prepare and package food products quickly and consistently according to company standards for presentation, cooking times, and assembly
2. Strictly adhere to current sanitation and food safety regulations at all times
3. Maintain a clean and orderly workstation that is clear of debris and discarded food,
gloves, or other items
4. Usage of basic equipment such as mixers, blenders, grinders, air fryers, and coating
machines to produce food products

Qualifications:

1. No experience is required, but previous food handling or customer service experience appreciated
2. Excellent ability to follow established procedures to deliver consistent, high-quality products or services to the customer
3. Proactive attention to detail that motivates double-checking orders and making records of information when necessary
4. Willingness to adapt to different roles and job duties as the need arises
5. Must be efficient and energetic to complete multiple orders or switch between different
types of activities
6. Physical dexterity, such as the ability to wrap, cut, and chop items, is a must",Ahmedabad,Charyas Guilt Free Foods,10000.00,15000.00,09:00 AM - 07:00 PM,02:00 PM - 05:00 PM,true,BEGINNER,"1. Meal: One meal included per shift
2. Uniform: Charyas official apron along with laundry allowance
3. Accommodation: Nearby accommodation to be provided",false,2023-11-16 00:00:00.0,f05cd61c-b52f-4965-b9d0-4a78dbfa4d84,824e899a-ec5e-4f38-bcdd-d950819c7596
Indian (Curry) Chef (Commi),"- Prepare and cook a variety of Indian curry dishes, including biryanis, curries, and kebabs.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the Indian curry kitchen section.
- Collaborate with other chefs for coordinated service.","Vasai east, Mumbai",Patel Hotel,24000.00,25000.00, - , - ,true,GOOD,,true,2025-05-22 12:30:17.22,f0d33208-164c-4fe4-9023-7b9cbd3cd730,40fa828f-76a8-4529-b621-b30699560cda
Captain,"- Oversee the dining area and ensure smooth service flow. 
- Supervise waitstaff, assign sections, and provide guidance. 
- Handle customer inquiries, complaints, and special requests. 
- Collaborate with kitchen staff for timely food delivery.","Panjrapole, Ahmedabad",Turquoise Villa,20000.00,22000.00, - , - ,false,GOOD,,true,2025-05-17 13:49:18.942,f12ef822-4e88-46ac-bf4e-afdaa21480ca,19246a50-d69e-47a1-9789-70512c7b21ab
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.","Kalali, Vadodara",RD's Infusion Global Veg Kitchen,11000.00,15000.00, - , - ,true,BEGINNER,,false,2024-03-18 07:12:01.652,f220adab-91c5-4849-8acc-d4d9b4ca0a44,7cf63fc0-5b41-4952-90e4-26f8c50f28ea
Assistant Restaurant Manager / Assistant Outlet Manager,"- Support the manager in day-to-day operations and staff management. 
- Assist in inventory control and order supplies. 
- Ensure compliance with health and safety standards. 
- Handle customer feedback and resolve any issues.","Central Line, Mumbai",Good Flippin Burgers,25000.00,28000.00, - , - ,false,EXPERT,,false,2024-12-27 12:51:07.272,f26f869f-2742-4190-9f84-610762bca14c,de4ce4ff-e928-4e67-98c7-65e7730aa346
South Indian Chef (DCDP / CDP),"- Prepare and cook South Indian cuisine dishes, including dosas, idlis, and curries.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the South Indian kitchen section.
- Collaborate with other chefs for coordinated service.","VIP Rd, Raipur, Chhattisgarh",Six Degrees,25000.00,30000.00, - ,10:00 AM - 8:00 PM,true,BEGINNER,,false,2023-10-31 00:00:00.0,f2a0db16-a2ff-4956-966f-a929db22eae7,d199bd43-323a-46a9-821a-945bb54e25d4
Continental Chef (DCDP / CDP),"- Prepare and cook a variety of continental cuisine dishes, including pasta, steaks, and seafood.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the continental kitchen section.
- Collaborate with the kitchen team for efficient service.","Greater Kailash, New Delhi",Wrapsta,25000.00,30000.00, - , - ,false,BEGINNER,,false,2025-02-25 07:32:14.069,f3435f2b-b6f3-48b3-a888-848045dca29f,622c6908-7b25-448e-9682-d0f50c66c194
Restaurant Manager / Outlet Manager,"- Oversee overall restaurant/venue operations, including staff, customer service, and profitability. 
- Develop and implement business strategies to meet goals. 
- Maintain quality standards, cleanliness, and adherence to regulations. 
- Manage budgets, analyze financial reports, and control costs.","Gota, Ahmedabad",Oliver Brown,30000.00,35000.00, - ,10:00 AM - 8:00 PM,false,BEGINNER,,false,2024-01-02 00:00:00.0,f385c274-2d40-43f5-badc-dd15d93f9423,1846cfc8-2894-4df9-b8ac-084e47bd2eb4
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.","Paradox, Mahalaxmi, Mumbai",UGIPL,15000.00,18000.00,12:00 PM - 12:00 AM, - ,false,EXPERT,,true,2025-06-21 12:47:27.876,f3884911-d609-4b61-b5cc-72827842ea0f,fa96ba63-e9cd-468e-a1db-21f077c9c28e
Back of House Manager/Kitchen Manager,"- Oversee kitchen operations, including food preparation, cooking, and inventory management.
- Train and manage kitchen staff, ensuring quality and efficiency.
- Maintain cleanliness and adhere to health and safety standards.
- Collaborate with front-of-house staff for seamless service.",Gandhinagar,The Rock,15000.00,20000.00,10:00 AM - 11:00 PM, - ,true,BEGINNER,Food & Accommodation,false,2025-01-22 12:23:27.26,f3d2ef97-29d1-4c08-a718-fb25eeb318a8,f537b394-a473-4c22-95be-7ce887b52ed7
Pan-Asian Chef (Commi),"- Prepare and cook a variety of pan-Asian cuisine dishes, including sushi, noodles, and stir-fries.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the pan-Asian kitchen section.
- Collaborate with the kitchen team for efficient service.",Goa,Pet Pooja,22000.00,28000.00,12:00 AM - 01:00 AM, - ,true,GOOD,,true,2025-05-15 14:01:33.132,f3d5b373-d0e3-4798-b564-d86fbc990779,7f6b5836-fe3f-468f-b91d-224345549519
Indian (Curry) Chef (DCDP / CDP),"- Prepare and cook a variety of Indian curry dishes, including biryanis, curries, and kebabs.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the Indian curry kitchen section.
- Collaborate with other chefs for coordinated service.",Indore,Dhaba Junction ,18000.00,30000.00,03:00 PM - 12:00 PM, - ,true,BEGINNER,,false,2024-05-15 22:13:16.88,f3fe8c1c-385a-467b-88f9-50984fd58c8b,8db4f536-5747-47dc-836d-9f4795087d24
Barista,"- Prepare and serve a variety of coffee and other beverages. 
- Take customer orders and provide personalized recommendations. 
- Operate coffee machines and maintain cleanliness. 
- Handle cash transactions and maintain inventory.",Ahmedabad,The Espresso Bistro,15000.00,25000.00,10:00 AM - 08:00 AM, - ,true,BEGINNER,Health insurance & food,false,2024-01-16 00:00:00.0,f413ce77-859f-4993-8c2f-c786e387fe0a,002eeb18-763d-4f1f-a2ea-5e43273b2e74
Restaurant Manager / Outlet Manager,"- Oversee overall restaurant/venue operations, including staff, customer service, and profitability. 
- Develop and implement business strategies to meet goals. 
- Maintain quality standards, cleanliness, and adherence to regulations. 
- Manage budgets, analyze financial reports, and control costs.",Ahmedabad,La Pino'z Pizza,30000.00,35000.00,01:00 PM - 11:00 PM,09:00 AM - 07:00 PM,true,GOOD,,false,2024-07-31 12:49:40.647,f48b053e-5fb1-4a95-a8b5-d328e5e61de1,09e81677-d3b8-4ea5-bdc1-13158d65d4bc
Line Cooks / Commi,"- Prepare and cook menu items according to established recipes and standards.
- Maintain cleanliness and organization in the kitchen area.
- Ensure food quality, taste, and presentation.
- Follow food safety and sanitation guidelines.","Race Course, Baroda",Oasis Vegan Treats,12000.00,16000.00,08:00 AM - 06:00 PM, - ,false,BEGINNER,,false,2024-04-02 13:55:42.675,f48ea592-02f3-42d7-8d06-1f308d61045c,c592b6c7-f6f2-4818-a2fb-0aa5c69d51f4
Continental Chef (Commi),"- Prepare and cook a variety of continental cuisine dishes, including pasta, steaks, and seafood.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the continental kitchen section.
- Collaborate with the kitchen team for efficient service.",Ahemdabad,Pink palette,10.00,20.00,06:00 PM - 12:00 PM, - ,true,BEGINNER,,false,2024-01-19 00:00:00.0,f4a89dfa-ec92-41ca-96e1-db66ecf6c01e,e4414d0f-c374-409f-92d3-1b49b684be2b
Chinese Chef (Commi),"- Prepare and cook Chinese cuisine dishes, including stir-fries, noodles, and dim sum.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the Chinese kitchen section.
- Collaborate with other chefs for coordinated service.",Ahmedabad,Date with mate ,17000.00,19000.00,11:00 AM - 11:00 PM, - ,true,BEGINNER,,false,2023-11-05 00:00:00.0,f4b33982-51dd-4261-b367-af58bdb2bc68,2864fa42-5093-480f-b21d-0f03b3a1f58e
Front Desk Supervisor,"- Oversee guest check-in and check-out. 
- Supervise and motivate the front desk team. 
- Handle guest inquiries and concerns. 
- Manage cash handling and accounting procedures. 
- Ensure smooth shift operations and coverage.",Jaipur,Native Cocktail Room Jaipur,22000.00,25000.00,10:00 PM - 10:00 PM,09:00 PM - 09:00 PM,true,GOOD,,false,2024-07-15 09:21:58.08,f5f27508-9202-4950-8fd4-47e8169c023c,e1827155-8ddc-400f-8bac-02ba5e81793f
Italian Chef (Commi),"- Prepare and cook Italian cuisine dishes, including pasta, sandwiches , and pizzas.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the Italian kitchen section.
- Collaborate with other chefs for coordinated service.",Mehsana gujarat,PUNJABI CHAAP CORNER MULTI CUISINE RESTAURANT ,16000.00,18000.00,12:00 PM - 10:00 PM, - ,true,BEGINNER,"9 hour shift per day 
Incentive after 3 months of joining 
Food 
Accommodation ",false,2023-10-25 00:00:00.0,f6036b62-2106-44fe-8764-c8e811469076,eec81416-bb7c-4726-b9a2-afdabca15c67
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.","Gurgaon, Haryana", Kahna Rajwadi Thal ,14000.00,15000.00,11:00 AM - 08:00 PM, - ,true,BEGINNER,,false,2024-09-05 05:49:46.254,f60997b9-a265-4cf5-aa40-c688e1df14d1,73d55dac-466c-4d69-977b-010d623ecc2c
